System,Utterance,H:engaging,H:context,H:natural,H:overall,H:understandable,H:useknowledge,S3_pyr,S3_resp,ROUGE_WE_1,ROUGE_WE_2,JS_1,JS_2,ROUGE_L,ROUGE_1,ROUGE_2,BLEU,Chrfpp,BERTScore,MoverScore
2,M2,2.3333333333333335,3.0,2.0,3.0,1.0,0.0,-0.10233404016258163,0.19606098167862218,0.0,0.0,-0.6931471805599453,-0.6931471805599453,0.0,0.0,0.0,1.6932492841722677,0.1270810342406591,0.4936259984970093,0.025399581071872568
2,M3,3.0,2.6666666666666665,3.0,5.0,1.0,1.0,0.5641324676126513,0.5562327835028779,0.6,0.0,-0.3790556465526853,-0.6931471805599453,0.4,0.8,0.0,3.0098043843528286,0.4475149893507672,0.6054253578186035,0.23728480424504184
3,M0,3.0,3.0,3.0,4.666666666666667,1.0,0.6666666666666666,-0.07853856308698492,0.21010554898886502,0.07692307692307693,0.0,-0.6931471805599453,-0.6931471805599453,0.07692307692307693,0.07692307692307693,0.0,2.302077893514382,0.11529479234460834,0.44531217217445374,-0.03743090022805351
3,M1,2.3333333333333335,3.0,2.3333333333333335,3.3333333333333335,1.0,1.0,-0.07853856308698481,0.21010554898886502,0.07692307692307693,0.0,-0.6931471805599453,-0.6931471805599452,0.07692307692307693,0.07692307692307693,0.0,3.3495035708457803,0.1271163273590298,0.48487362265586853,0.05073414883508731
3,M2,2.0,1.0,3.0,2.0,1.0,0.0,-0.10233404016262426,0.19606098167862218,0.0,0.0,-0.6931471805599453,-0.6931471805599452,0.0,0.0,0.0,2.447822402834545,0.08842785554820967,0.495707243680954,0.018258232467577407
3,M3,2.6666666666666665,2.0,3.0,3.6666666666666665,1.0,1.0,-0.07853856308698481,0.21010554898886502,0.07692307692307693,0.0,-0.6931471805599452,-0.6931471805599453,0.07692307692307693,0.07692307692307693,0.0,3.1364240458810366,0.12742662102188188,0.4315417408943176,0.02660548214503089
4,M0,2.3333333333333335,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.0,0.0,0.06631143974608755,0.2943346427200302,0.2857142857142857,0.0,-0.5935564152911266,-0.6931471805599452,0.21428571428571427,0.2857142857142857,0.0,5.876316399785489,0.15361907728166865,0.575249195098877,0.08624409530577504
4,M1,2.6666666666666665,2.6666666666666665,2.0,3.6666666666666665,1.0,1.0,0.3489806989539851,0.461296048368539,0.2857142857142857,0.15384615384615388,-0.39437488475348903,-0.6196701335716408,0.2857142857142857,0.35714285714285715,0.07692307692307694,3.494078636316037,0.2811815083526171,0.6799233555793762,0.35885316912172116
4,M2,3.0,3.0,3.0,4.333333333333333,1.0,0.0,-0.08038827326483011,0.2090439994678973,0.07142857142857142,0.0,-0.6931471805599453,-0.6931471805599452,0.07142857142857142,0.07142857142857142,0.0,2.742341580995955,0.09703496784778971,0.5412020087242126,0.14189871586294556
4,M3,3.0,1.3333333333333333,3.0,3.6666666666666665,1.0,1.0,0.44824328246987,0.5339097877408805,0.42857142857142855,0.23076923076923075,-0.36833643988279074,-0.5259165436992594,0.2857142857142857,0.42857142857142855,0.15384615384615385,9.99321693754974,0.40542999313127265,0.6817749738693237,0.34474574553120285
5,M0,2.6666666666666665,2.6666666666666665,3.0,3.3333333333333335,1.0,0.0,-0.06652423554594489,0.2169022525213966,0.1111111111111111,0.0,-0.6931471805599453,-0.6931471805599453,0.1111111111111111,0.1111111111111111,0.0,4.196114906296549,0.13271124234365245,0.49153679609298706,0.08393039770751565
5,M1,2.6666666666666665,3.0,3.0,4.666666666666667,1.0,1.0,-0.021732519228105596,0.24110682902041192,0.2222222222222222,0.0,-0.6931471805599453,-0.6931471805599453,0.2222222222222222,0.2222222222222222,0.0,4.990049701936832,0.10858483961984415,0.5164890289306641,0.10811877542299908
5,M2,2.0,1.3333333333333333,3.0,2.3333333333333335,1.0,0.0,0.2517762333389749,0.385419302644031,0.4444444444444444,0.25,-0.6931471805599453,-0.6931471805599452,0.4444444444444444,0.4444444444444444,0.125,6.754312828675707,0.19105583059086623,0.5965838432312012,0.16246249829624804
5,M3,3.0,3.0,3.0,5.0,1.0,1.0,-0.06652423554594489,0.2169022525213966,0.1111111111111111,0.0,-0.6931471805599453,-0.6931471805599452,0.1111111111111111,0.1111111111111111,0.0,4.196114906296549,0.13252606565665243,0.5288127660751343,0.09361588149668687
6,M0,3.0,2.6666666666666665,3.0,4.0,1.0,0.6666666666666666,0.26686360531640163,0.3997065803048663,0.3333333333333333,0.18181818181818182,-0.49396565002230775,-0.6158640031927465,0.3333333333333333,0.3333333333333333,0.09090909090909091,8.125165710854512,0.22155397493044104,0.5584829449653625,0.18215692180314458
6,M1,2.6666666666666665,2.0,3.0,3.6666666666666665,1.0,0.0,0.022750695505873386,0.2760243178623534,0.16666666666666666,0.0,-0.5738007740046679,-0.6931471805599453,0.16666666666666666,0.16666666666666666,0.0,3.1325998243558226,0.24846709797889782,0.6687217950820923,0.25338188332144873
6,M2,2.0,1.0,2.6666666666666665,1.6666666666666667,1.0,0.0,-0.07635195413052243,0.21135493950259665,0.08333333333333333,0.0,-0.6931471805599453,-0.6931471805599453,0.08333333333333333,0.08333333333333333,0.0,3.3864985683445354,0.14694826479549022,0.5473212599754333,0.04736312117972841
6,M3,2.6666666666666665,3.0,3.0,5.0,1.0,1.0,0.24416384339647124,0.403420678298292,0.3333333333333333,0.0,-0.353754886062046,-0.6931471805599453,0.3333333333333333,0.3333333333333333,0.0,4.736913377107212,0.2962970479071571,0.6913131475448608,0.3192386917489317
7,M0,3.0,1.0,3.0,3.0,1.0,0.0,-0.04519449630827532,0.22861862060288995,0.16666666666666666,0.0,-0.6931471805599452,-0.6931471805599453,0.16666666666666666,0.16666666666666666,0.0,2.1476912089159055,0.15161014611138315,0.45990580320358276,-0.15058343745091185
7,M1,2.6666666666666665,1.6666666666666667,2.6666666666666665,3.3333333333333335,1.0,1.0,-0.0451944963082469,0.22861862060288995,0.16666666666666666,0.0,-0.6931471805599453,-0.6931471805599453,0.16666666666666666,0.16666666666666666,0.0,12.22307556087252,0.10231346519358442,0.6296712160110474,0.2072017426415388
7,M2,2.3333333333333335,3.0,3.0,4.333333333333333,1.0,0.6666666666666666,-0.0451944963082469,0.22861862060288995,0.16666666666666666,0.0,-0.6931471805599453,-0.6931471805599453,0.16666666666666666,0.16666666666666666,0.0,4.456882760699063,0.11417746042515622,0.6020028591156006,0.22283983085777614
7,M3,3.0,2.6666666666666665,3.0,4.666666666666667,1.0,1.0,-0.0451944963082469,0.22861862060288995,0.16666666666666666,0.0,-0.6931471805599453,-0.6931471805599452,0.16666666666666666,0.16666666666666666,0.0,1.958224832501124,0.1507522074146755,0.5166561007499695,-0.05995204544706101
8,M0,2.0,1.6666666666666667,3.0,2.3333333333333335,1.0,0.0,0.057106241567589144,0.27580047144104214,0.20000000000000004,0.14285714285714285,-0.6931471805599452,-0.6931471805599452,0.20000000000000004,0.20000000000000004,0.07142857142857142,5.097103985522972,0.11881380201090957,0.5320485830307007,0.04387936976282891
8,M1,2.0,2.0,2.6666666666666665,2.3333333333333335,1.0,1.0,0.036610853835743584,0.23338237902398273,0.2,0.14285714285714285,-0.6931471805599452,-0.6931471805599452,0.2,0.2,0.0,3.2567594431760947,0.14476742594312264,0.6456145644187927,0.23413098612901984
8,M2,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,-0.0015182079520101865,0.2516079941400383,0.26666666666666666,0.0,-0.6931471805599452,-0.6931471805599452,0.2,0.26666666666666666,0.0,3.3642024770782895,0.07108731671462919,0.5005373954772949,-0.03585538753350814
8,M3,2.6666666666666665,2.3333333333333335,3.0,4.333333333333333,1.0,1.0,-0.025098246137545854,0.2192101635579803,0.13333333333333333,0.07142857142857142,-0.6931471805599452,-0.6931471805599452,0.13333333333333333,0.13333333333333333,0.0,2.916495972453022,0.1287657286910601,0.48762086033821106,0.06746307386605455
9,M0,3.0,3.0,2.6666666666666665,4.333333333333333,1.0,0.6666666666666666,-0.15418450549817064,0.14783781455025446,0.14285714285714285,0.0,-0.6931471805599453,-0.6931471805599454,0.0,0.0,0.0,2.1476912089159055,0.13358586317776952,0.4362957775592804,-0.055247513584502306
9,M1,2.6666666666666665,1.6666666666666667,3.0,4.0,1.0,1.0,0.08164241527149418,0.2931586979895823,0.42857142857142855,0.0,-0.6931471805599453,-0.6931471805599453,0.2857142857142857,0.42857142857142855,0.0,7.267884212102741,0.13917804441277898,0.5097231268882751,0.10116408885655714
9,M2,2.6666666666666665,1.6666666666666667,3.0,3.3333333333333335,1.0,0.0,-0.05460419385468851,0.22349883274834625,0.14285714285714285,0.0,-0.6931471805599453,-0.6931471805599453,0.14285714285714285,0.14285714285714285,0.0,5.815868174415823,0.07930628234409784,0.5269056558609009,0.0820711160280404
9,M3,2.6666666666666665,3.0,3.0,4.666666666666667,1.0,1.0,0.007517526484379644,0.2562382722314889,0.2857142857142857,0.0,-0.6931471805599453,-0.6931471805599453,0.14285714285714285,0.2857142857142857,0.0,2.8398387225677895,0.14266708572153397,0.5133614540100098,0.020078040667822927
10,M0,3.0,1.0,3.0,3.3333333333333335,1.0,1.0,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599452,0.09090909090909091,0.09090909090909091,0.0,4.085507150363302,0.09108624027281001,0.49517518281936646,0.03725640437511202
10,M1,2.3333333333333335,2.6666666666666665,3.0,4.333333333333333,1.0,0.0,0.008042868147112747,0.22935958284121782,0.18181818181818182,0.1,-0.6931471805599453,-0.6931471805599452,0.18181818181818182,0.18181818181818182,0.0,4.408194605881708,0.15043938895009087,0.5282703042030334,0.048640816280233534
10,M2,2.0,1.3333333333333333,3.0,3.0,1.0,0.0,0.008042868147112747,0.22935958284121782,0.18181818181818182,0.1,-0.6931471805599453,-0.6931471805599452,0.18181818181818182,0.18181818181818182,0.0,3.9297526283216277,0.08166546191374849,0.5399962067604065,0.0546343920771879
10,M3,2.6666666666666665,2.0,3.0,4.333333333333333,1.0,1.0,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599453,0.09090909090909091,0.09090909090909091,0.0,1.8160849415439309,0.17491448098550688,0.3912350833415985,-0.09156757226374368
11,M0,1.6666666666666667,2.0,1.0,1.6666666666666667,0.3333333333333333,0.0,-0.10233404016262426,0.19606098167862218,0.0,0.0,-0.6931471805599453,-0.6931471805599452,0.0,0.0,0.0,1.313980855204222,0.12731842163021861,0.4031635522842407,-0.04998939360888843
11,M1,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,-0.10233404016262426,0.19606098167862218,0.0,0.0,-0.6931471805599453,-0.6931471805599452,0.0,0.0,0.0,1.7177441586169595,0.07734366202950177,0.460633248090744,0.034067878520652406
11,M2,1.6666666666666667,1.6666666666666667,3.0,2.6666666666666665,1.0,0.0,0.1787828120048357,0.3195916936138147,0.2727272727272727,0.3,-0.6931471805599453,-0.6931471805599452,0.18181818181818182,0.2727272727272727,0.10000000000000002,7.347053125977879,0.18348637515139538,0.529197096824646,0.124946819763746
11,M3,2.6666666666666665,2.6666666666666665,3.0,4.333333333333333,1.0,1.0,0.09391891738798197,0.2983006646196168,0.09090909090909091,0.1,-0.5976700553157234,-0.6931471805599452,0.09090909090909091,0.18181818181818182,0.0,1.8160849415439309,0.2820079648335347,0.4931209981441498,0.06699408202645296
12,M0,2.6666666666666665,2.0,2.6666666666666665,3.6666666666666665,1.0,1.0,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599452,0.09090909090909091,0.09090909090909091,0.0,4.02724819242185,0.12829635793357355,0.4754710793495178,0.003659443262653217
12,M1,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,-0.10536173959317119,0.18277111165558935,0.18181818181818182,0.0,-0.6931471805599453,-0.6931471805599453,0.09090909090909091,0.09090909090909091,0.0,3.42209762272661,0.11257251403844572,0.46477481722831726,0.06276878208639602
12,M2,1.3333333333333333,2.0,2.0,2.3333333333333335,1.0,0.6666666666666666,-0.10233404016262426,0.1960609816786364,0.0,0.0,-0.6931471805599452,-0.6931471805599452,0.0,0.0,0.0,3.435488317233919,0.07658387022987515,0.4559234082698822,0.04687001424987358
12,M3,3.0,3.0,2.6666666666666665,4.666666666666667,1.0,1.0,-0.13580622005045717,0.16480263568825027,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599452,0.0,0.0,0.0,2.1476912089159055,0.1780767074718671,0.4455932080745697,0.051838452736688745
13,M0,2.0,1.6666666666666667,3.0,2.3333333333333335,1.0,0.0,0.3035659187137296,0.4267131070220247,0.42857142857142855,0.0,-0.34657359027997264,-0.6931471805599453,0.2857142857142857,0.42857142857142855,0.0,7.809849842300637,0.23583328998656108,0.6220309734344482,0.38124905412316545
13,M1,2.6666666666666665,3.0,3.0,4.666666666666667,1.0,0.6666666666666666,0.2673106063358577,0.4457109698671756,0.14285714285714285,0.0,-0.34657359027997264,-0.6931471805599453,0.14285714285714285,0.2857142857142857,0.0,5.522397783539471,0.12334047124932895,0.6822898387908936,0.439161770358384
13,M2,2.3333333333333335,1.6666666666666667,3.0,2.6666666666666665,1.0,0.0,-0.05460419385474535,0.22349883274834625,0.14285714285714285,0.0,-0.6931471805599453,-0.6931471805599452,0.14285714285714285,0.14285714285714285,0.0,2.627961710408444,0.15608604407135362,0.5494194030761719,0.04646580217305085
13,M3,3.0,3.0,3.0,5.0,1.0,1.0,0.16630189183251276,0.37804410786726916,0.14285714285714285,0.0,-0.5057021323536758,-0.6931471805599453,0.14285714285714285,0.2857142857142857,0.0,2.2869567780619007,0.15529134907530848,0.5815960168838501,0.13731786754777053
14,M0,1.3333333333333333,1.0,2.0,1.3333333333333333,0.3333333333333333,0.0,0.03212156524698229,0.24962482536453734,0.26666666666666666,0.07142857142857142,-0.6931471805599452,-0.6931471805599454,0.20000000000000004,0.26666666666666666,0.0,2.8265205879007453,0.1481785980611484,0.4482322931289673,-0.004463399943828383
14,M1,2.6666666666666665,1.6666666666666667,2.6666666666666665,3.0,1.0,1.0,-0.08197296639832685,0.20813103150199197,0.06666666666666667,0.0,-0.6931471805599452,-0.6931471805599454,0.06666666666666667,0.06666666666666667,0.0,1.2292382682413685,0.08528118294502068,0.5031059384346008,0.08346468390745632
14,M2,3.0,2.3333333333333335,2.6666666666666665,3.3333333333333335,1.0,0.0,-0.025098246137602476,0.21921016355797318,0.13333333333333333,0.07142857142857142,-0.6931471805599452,-0.6931471805599454,0.13333333333333333,0.13333333333333333,0.0,2.426532257432171,0.0969095508732743,0.46071529388427734,-0.05415944374651982
14,M3,3.0,3.0,3.0,5.0,1.0,1.0,0.08168604997874529,0.2954256073333369,0.13333333333333333,0.07142857142857142,-0.5941261547656673,-0.6931471805599453,0.13333333333333333,0.2,0.0,3.21858262703621,0.18117407560418558,0.5911388993263245,0.1408358497622474
15,M0,3.0,3.0,3.0,4.333333333333333,1.0,0.0,0.12827246527104974,0.29086811803426826,0.25,0.14285714285714285,-0.5767140492471123,-0.6931471805599453,0.125,0.25,0.0,4.456882760699063,0.27127641407304104,0.5079401135444641,0.04092616027413076
15,M1,2.3333333333333335,3.0,3.0,3.6666666666666665,1.0,0.0,0.09569507326354687,0.317245018342559,0.25,0.0,-0.5167303170511501,-0.6931471805599453,0.25,0.25,0.0,4.02724819242185,0.2655023935018099,0.4782865643501282,0.1306095333540761
15,M2,2.6666666666666665,2.0,3.0,3.6666666666666665,1.0,0.0,-0.10233404016258163,0.19606098167862218,0.0,0.0,-0.6931471805599453,-0.6931471805599453,0.0,0.0,0.0,1.6932492841722677,0.11498625227083027,0.525296151638031,0.1516126883145923
15,M3,2.6666666666666665,3.0,3.0,5.0,1.0,1.0,0.15265505739036578,0.3709057396635078,0.125,0.0,-0.4903784726395643,-0.6931471805599452,0.125,0.25,0.0,4.048892532133102,0.2101388355842809,0.5473243594169617,0.1289467683313531
16,M0,3.0,1.0,3.0,3.0,1.0,0.0,-0.03136488766919521,0.23602326077722602,0.20000000000000004,0.0,-0.6931471805599453,-0.6931471805599453,0.13333333333333333,0.20000000000000004,0.0,2.7350835735481263,0.12577506099869895,0.4133574664592743,-0.03279910309599554
16,M1,2.6666666666666665,2.3333333333333335,2.6666666666666665,3.6666666666666665,1.0,0.3333333333333333,-0.0015182079520067449,0.2516079941400401,0.26666666666666666,0.0,-0.6931471805599453,-0.6931471805599453,0.26666666666666666,0.26666666666666666,0.0,3.4274653622057225,0.11995604000366623,0.502087414264679,0.05849091560802233
16,M2,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,0.0,-0.02509824613760292,0.2192101635579874,0.13333333333333333,0.07142857142857142,-0.6931471805599453,-0.6931471805599453,0.13333333333333333,0.13333333333333333,0.0,2.1320819468821623,0.08755381495725023,0.4246039092540741,-0.08595351733836343
16,M3,3.0,2.6666666666666665,3.0,4.666666666666667,1.0,1.0,0.7813721635124676,0.9084064103151467,0.6,0.42857142857142855,-0.31419209939778303,-0.43207510159748497,0.6,0.6,0.42857142857142855,23.12886496592143,0.4754049707861406,0.760103166103363,0.5501751785015176
17,M0,2.6666666666666665,3.0,3.0,4.333333333333333,1.0,0.0,0.1536505508240963,0.35743981862699514,0.4,0.1111111111111111,-0.6931471805599453,-0.6931471805599453,0.4,0.4,0.1111111111111111,6.150343144231885,0.27790382210897957,0.6049937605857849,0.1660791437348066
17,M1,1.3333333333333333,3.0,3.0,3.6666666666666665,1.0,0.3333333333333333,0.5480419194187975,0.7247282346047714,0.6,0.4444444444444444,-0.6931471805599453,-0.6931471805599453,0.6,0.6,0.4444444444444444,28.256772704628215,0.444387529942514,0.8348987698554993,0.6854396432427796
17,M2,1.3333333333333333,3.0,3.0,4.0,1.0,0.3333333333333333,0.9015661206197997,0.9283336691944378,0.7,0.5555555555555556,-0.3182570841474064,-0.6931471805599453,0.7,0.7,0.4444444444444444,42.253730625110876,0.5129972010010426,0.8965045809745789,0.6861135257664924
17,M3,2.3333333333333335,3.0,3.0,4.666666666666667,1.0,0.6666666666666666,0.39725103491798996,0.5779342325085227,0.5,0.3333333333333333,-0.6931471805599453,-0.6931471805599453,0.5,0.5,0.3333333333333333,22.407508680204355,0.34044675286551696,0.6661253571510315,0.3289057356505246
18,M0,2.3333333333333335,2.0,2.0,2.6666666666666665,0.6666666666666666,0.0,-0.08038827326483011,0.2090439994678973,0.07142857142857142,0.0,-0.6931471805599453,-0.6931471805599453,0.07142857142857142,0.07142857142857142,0.0,3.227633361592567,0.12261492387227226,0.45848408341407776,-0.006701442608702424
18,M1,2.3333333333333335,1.0,1.6666666666666667,2.0,0.0,1.0,-0.018796352785850012,0.2211311998369727,0.14285714285714285,0.07692307692307693,-0.6931471805599453,-0.6931471805599453,0.14285714285714285,0.14285714285714285,0.0,3.468317761317914,0.10453249499641253,0.4873928725719452,0.03651124791071014
18,M2,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0,0.0,0.07053836858492568,0.2830456574287902,0.21428571428571427,0.15384615384615385,-0.6931471805599453,-0.6931471805599453,0.21428571428571427,0.21428571428571427,0.07692307692307693,10.883006131731655,0.13620048675489915,0.5807480216026306,0.13397228556351148
18,M3,3.0,3.0,3.0,5.0,1.0,1.0,-0.02520982349576828,0.23927810690177598,0.21428571428571427,0.0,-0.6931471805599453,-0.6931471805599453,0.14285714285714285,0.21428571428571427,0.0,3.0372940354383413,0.1588057942963231,0.5018995404243469,-0.006716280090886428
19,M0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,1.0,0.0,-0.13076096427835837,0.16948550321145017,0.07692307692307693,0.0,-0.6931471805599453,-0.6931471805599453,0.0,0.0,0.0,0.7228376004244835,0.07337349566780411,0.43146610260009766,-0.08508110553841042
19,M1,1.3333333333333333,3.0,3.0,2.6666666666666665,1.0,0.0,-0.07853856308698492,0.21010554898886502,0.07692307692307693,0.0,-0.6931471805599453,-0.6931471805599453,0.07692307692307693,0.07692307692307693,0.0,2.0943469770777075,0.08045942048938966,0.4935670495033264,0.055432294705963114
19,M2,1.3333333333333333,3.0,3.0,2.6666666666666665,1.0,0.0,0.2016583430539265,0.39005236490659057,0.23076923076923078,0.08333333333333333,-0.4228104552401625,-0.5367714232042616,0.23076923076923078,0.23076923076923078,0.08333333333333333,8.569299494944039,0.2757748558580298,0.5676514506340027,0.17543508205261915
19,M3,2.6666666666666665,3.0,3.0,5.0,1.0,1.0,0.5273102095449846,0.6461405277212603,0.46153846153846156,0.25,-0.3438477866214463,-0.4727160395950316,0.46153846153846156,0.46153846153846156,0.25,23.287896954139942,0.4020753718025949,0.6729254126548767,0.4034164788435589
20,M0,3.0,1.3333333333333333,3.0,2.6666666666666665,1.0,0.0,0.13005885652173066,0.285458220118196,0.2857142857142857,0.15384615384615385,-0.6115216713968132,-0.6931471805599454,0.14285714285714285,0.2857142857142857,0.0,2.7156804039319287,0.18107649271495027,0.49563655257225037,0.05508453381399725
20,M1,2.3333333333333335,1.6666666666666667,3.0,2.3333333333333335,0.6666666666666666,0.0,0.04825660852021074,0.23676890544082774,0.21428571428571427,0.15384615384615385,-0.6931471805599453,-0.6931471805599454,0.14285714285714285,0.21428571428571427,0.0,3.4815016528590457,0.15349147398199892,0.4501817226409912,-0.0557440630782724
20,M2,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.0,1.0,0.0,-0.05460419385468851,0.22349883274834625,0.14285714285714285,0.0,-0.6931471805599453,-0.6931471805599454,0.14285714285714285,0.14285714285714285,0.0,2.9275822595890535,0.10358744201828296,0.4030347764492035,-0.12618972494169123
20,M3,3.0,3.0,3.0,5.0,1.0,1.0,0.5123422273176496,0.6279487541042128,0.42857142857142855,0.23076923076923078,-0.31387058129468837,-0.512230826376623,0.2857142857142857,0.42857142857142855,0.23076923076923078,11.64394847706997,0.3607418190034701,0.6063706278800964,0.23598148370950212
21,M0,3.0,1.6666666666666667,3.0,3.0,1.0,0.3333333333333333,-0.06652423554594489,0.2169022525213966,0.1111111111111111,0.0,-0.6931471805599453,-0.6931471805599453,0.1111111111111111,0.1111111111111111,0.0,1.419919361283895,0.15225657404981174,0.44127577543258667,-0.07894099033995516
21,M1,2.0,3.0,3.0,4.0,1.0,0.0,0.09629684494132884,0.3207722863152336,0.2222222222222222,0.0,-0.49396565002230775,-0.6931471805599453,0.2222222222222222,0.2222222222222222,0.0,4.990049701936832,0.17287560899941234,0.5317474603652954,0.15454254585947924
21,M2,2.0,3.0,2.3333333333333335,3.0,1.0,0.0,0.14733687819991648,0.3553609165068484,0.2222222222222222,0.0,-0.41272565263942185,-0.6931471805599453,0.2222222222222222,0.2222222222222222,0.0,3.377156414337854,0.18448138278155263,0.5116903185844421,0.12451896352318759
21,M3,3.0,3.0,3.0,5.0,1.0,1.0,0.11903773463742073,0.3236071276718241,0.3333333333333333,0.0,-0.547703299118304,-0.6931471805599452,0.2222222222222222,0.3333333333333333,0.0,3.21858262703621,0.2078987097262717,0.5042210221290588,0.09148707757985086
22,M0,3.0,3.0,3.0,4.0,1.0,0.0,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599453,0.09090909090909091,0.09090909090909091,0.0,3.1251907639724417,0.10856780036838427,0.5236690640449524,0.06743397863265543
22,M1,3.0,3.0,3.0,4.666666666666667,1.0,0.6666666666666666,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599453,-0.6931471805599453,0.09090909090909091,0.09090909090909091,0.0,3.708659055657029,0.08401436496897623,0.5547130703926086,0.11494074358882689
22,M2,3.0,2.3333333333333335,3.0,4.333333333333333,1.0,0.0,0.12262862607996838,0.3413292188420354,0.18181818181818182,0.1,-0.534018638486242,-0.5738007740046679,0.18181818181818182,0.18181818181818182,0.1,7.807646168419154,0.12926977670435327,0.649048924446106,0.15472061415899407
22,M3,3.0,3.0,3.0,5.0,1.0,1.0,-0.07372824920839605,0.21284650794950533,0.09090909090909091,0.0,-0.6931471805599452,-0.6931471805599453,0.09090909090909091,0.09090909090909091,0.0,3.377156414337854,0.12873310730376794,0.5065515637397766,0.11421424787254653
23,M0,3.0,1.3333333333333333,3.0,3.3333333333333335,1.0,0.0,-0.07052361728221213,0.21465762583274706,0.1,0.0,-0.6931471805599453,-0.6931471805599453,0.1,0.1,0.0,2.2869567780619007,0.17590083137952878,0.43672096729278564,-0.06578604008104638
23,M1,3.0,2.6666666666666665,3.0,4.333333333333333,1.0,0.3333333333333333,0.014435329207656666,0.2597597795169252,0.3,0.0,-0.6931471805599453,-0.6931471805599453,0.3,0.3,0.0,3.377156414337854,0.1337469574266058,0.5420258045196533,0.18627558953259438
